disorder name 	icd-10 code	source
saignement de nez	r04.0	lexiqueorg
saignement de nez	r04.0	lexiqueorg
saignement des nez	r04.0	lexiqueorg
saignement des nez	r04.0	lexiqueorg
saignement de nez	r04.0	lexiqueorg
saignement de nez	r04.0	lexiqueorg
saignement de nez	r04.0	lexiqueorg
saignement de nez	r04.0	lexiqueorg
saignement des nez	r04.0	lexiqueorg
saignement des nez	r04.0	lexiqueorg
saignements de nez	r04.0	lexiqueorg
saignements de nez	r04.0	lexiqueorg
saignements de nez	r04.0	lexiqueorg
saignements de nez	r04.0	lexiqueorg
saignements des nez	r04.0	lexiqueorg
saignements des nez	r04.0	lexiqueorg
protéinurie isoler	n06.9	lexiqueorg
protéinurie isolé	n06.9	lexiqueorg
protéinurie isolé	n06.9	lexiqueorg
protéinurie isolés	n06.9	lexiqueorg
protéinurie isolées	n06.9	lexiqueorg
protéinurie isolée	n06.9	lexiqueorg
protéinurie isoler	n06.9	lexiqueorg
protéinurie isolé	n06.9	lexiqueorg
protéinurie isolé	n06.9	lexiqueorg
protéinurie isolés	n06.9	lexiqueorg
protéinurie isolées	n06.9	lexiqueorg
protéinurie isolée	n06.9	lexiqueorg
soins de contrôle comprenant une opération plastique de la tête et du cou	z42.0	lexiqueorg
atrésie des voies bilaires	q44.2	lexiqueorg
étourdissement et éblouissement	r42	lexiqueorg
étourdissement et éblouissements	r42	lexiqueorg
étourdissement et éblouissement	r42	lexiqueorg
étourdissement et éblouissement	r42	lexiqueorg
étourdissement et éblouissements	r42	lexiqueorg
étourdissement et éblouissement	r42	lexiqueorg
étourdissement et éblouissement	r42	lexiqueorg
étourdissement et éblouissements	r42	lexiqueorg
étourdissement et éblouissement	r42	lexiqueorg
étourdissement et éblouissement	r42	lexiqueorg
étourdissement et éblouissements	r42	lexiqueorg
étourdissement et éblouissement	r42	lexiqueorg
étourdissements et éblouissement	r42	lexiqueorg
étourdissements et éblouissements	r42	lexiqueorg
étourdissements et éblouissement	r42	lexiqueorg
étourdissements et éblouissement	r42	lexiqueorg
étourdissements et éblouissements	r42	lexiqueorg
étourdissements et éblouissement	r42	lexiqueorg
troubles mentaux et du comportement liés à l'utilisation de tabac intoxication aiguë	f17.06	lexiqueorg
dépendance au cannabis	f12.2	lexiqueorg
dépendance au cannabis	f12.2	lexiqueorg
dépendance au cannabis	f12.2	lexiqueorg
dépendance au cannabis	f12.2	lexiqueorg
dépendance au cannabis	f12.2	lexiqueorg
dépendance au cannabis	f12.2	lexiqueorg
dépendance au cannabis	f12.2	lexiqueorg
dépendance au cannabis	f12.2	lexiqueorg
dépendances au cannabis	f12.2	lexiqueorg
dépendances au cannabis	f12.2	lexiqueorg
dépendances au cannabis	f12.2	lexiqueorg
dépendances au cannabis	f12.2	lexiqueorg
trouble de l'anxiété généralisée	f41.1	lexiqueorg
anomalies congénitales de la glycosylation	e77.8	lexiqueorg
otite moyenne séreuse aiguë	h65.0	lexiqueorg
protrusion acétabulaire cheville et pied	m24.77	lexiqueorg
syndrome du défilé cervico-thoraco-axillaire	g54.0	lexiqueorg
sujet porteur d'une infection à virus lymphotrope des lymphocytes t humains de type 1	z22.6	lexiqueorg
contracter initiale insuffisant	o62.0	lexiqueorg
contracter initiale insuffisante	o62.0	lexiqueorg
contracter initiale insuffisant	o62.0	lexiqueorg
contracter initiale insuffisantes	o62.0	lexiqueorg
contracter initiale insuffisants	o62.0	lexiqueorg
contracter initiale insuffisant	o62.0	lexiqueorg
contracter initiale insuffisante	o62.0	lexiqueorg
contracter initiale insuffisant	o62.0	lexiqueorg
contracter initiale insuffisantes	o62.0	lexiqueorg
contracter initiale insuffisants	o62.0	lexiqueorg
contracter initiales insuffisant	o62.0	lexiqueorg
contracter initiales insuffisante	o62.0	lexiqueorg
contracter initiales insuffisant	o62.0	lexiqueorg
contracter initiales insuffisantes	o62.0	lexiqueorg
contracter initiales insuffisants	o62.0	lexiqueorg
contracter initial insuffisant	o62.0	lexiqueorg
contracter initial insuffisante	o62.0	lexiqueorg
contracter initial insuffisant	o62.0	lexiqueorg
contracter initial insuffisantes	o62.0	lexiqueorg
contracter initial insuffisants	o62.0	lexiqueorg
contracter initiales insuffisant	o62.0	lexiqueorg
contracter initiales insuffisante	o62.0	lexiqueorg
contracter initiales insuffisant	o62.0	lexiqueorg
contracter initiales insuffisantes	o62.0	lexiqueorg
contracter initiales insuffisants	o62.0	lexiqueorg
contracter initiale insuffisant	o62.0	lexiqueorg
contracter initiale insuffisante	o62.0	lexiqueorg
contracter initiale insuffisant	o62.0	lexiqueorg
contracter initiale insuffisantes	o62.0	lexiqueorg
contracter initiale insuffisants	o62.0	lexiqueorg
contracter initial insuffisant	o62.0	lexiqueorg
contracter initial insuffisante	o62.0	lexiqueorg
contracter initial insuffisant	o62.0	lexiqueorg
contracter initial insuffisantes	o62.0	lexiqueorg
contracter initial insuffisants	o62.0	lexiqueorg
contracter initiaux insuffisant	o62.0	lexiqueorg
contracter initiaux insuffisante	o62.0	lexiqueorg
contracter initiaux insuffisant	o62.0	lexiqueorg
contracter initiaux insuffisantes	o62.0	lexiqueorg
contracter initiaux insuffisants	o62.0	lexiqueorg
contraction initiale insuffisant	o62.0	lexiqueorg
contraction initiale insuffisante	o62.0	lexiqueorg
contraction initiale insuffisant	o62.0	lexiqueorg
contraction initiale insuffisantes	o62.0	lexiqueorg
contraction initiale insuffisants	o62.0	lexiqueorg
contraction initiale insuffisant	o62.0	lexiqueorg
contraction initiale insuffisante	o62.0	lexiqueorg
contraction initiale insuffisant	o62.0	lexiqueorg
contraction initiale insuffisantes	o62.0	lexiqueorg
contraction initiale insuffisants	o62.0	lexiqueorg
contraction initiales insuffisant	o62.0	lexiqueorg
contraction initiales insuffisante	o62.0	lexiqueorg
contraction initiales insuffisant	o62.0	lexiqueorg
contraction initiales insuffisantes	o62.0	lexiqueorg
contraction initiales insuffisants	o62.0	lexiqueorg
contraction initial insuffisant	o62.0	lexiqueorg
contraction initial insuffisante	o62.0	lexiqueorg
contraction initial insuffisant	o62.0	lexiqueorg
contraction initial insuffisantes	o62.0	lexiqueorg
contraction initial insuffisants	o62.0	lexiqueorg
contraction initiales insuffisant	o62.0	lexiqueorg
contraction initiales insuffisante	o62.0	lexiqueorg
contraction initiales insuffisant	o62.0	lexiqueorg
contraction initiales insuffisantes	o62.0	lexiqueorg
contraction initiales insuffisants	o62.0	lexiqueorg
contraction initiale insuffisant	o62.0	lexiqueorg
contraction initiale insuffisante	o62.0	lexiqueorg
contraction initiale insuffisant	o62.0	lexiqueorg
contraction initiale insuffisantes	o62.0	lexiqueorg
contraction initiale insuffisants	o62.0	lexiqueorg
contraction initial insuffisant	o62.0	lexiqueorg
contraction initial insuffisante	o62.0	lexiqueorg
contraction initial insuffisant	o62.0	lexiqueorg
contraction initial insuffisantes	o62.0	lexiqueorg
contraction initial insuffisants	o62.0	lexiqueorg
contraction initiaux insuffisant	o62.0	lexiqueorg
contraction initiaux insuffisante	o62.0	lexiqueorg
contraction initiaux insuffisant	o62.0	lexiqueorg
contraction initiaux insuffisantes	o62.0	lexiqueorg
contraction initiaux insuffisants	o62.0	lexiqueorg
contractions initiale insuffisant	o62.0	lexiqueorg
contractions initiale insuffisante	o62.0	lexiqueorg
contractions initiale insuffisant	o62.0	lexiqueorg
contractions initiale insuffisantes	o62.0	lexiqueorg
contractions initiale insuffisants	o62.0	lexiqueorg
contractions initiale insuffisant	o62.0	lexiqueorg
contractions initiale insuffisante	o62.0	lexiqueorg
contractions initiale insuffisant	o62.0	lexiqueorg
contractions initiale insuffisantes	o62.0	lexiqueorg
contractions initiale insuffisants	o62.0	lexiqueorg
contractions initiales insuffisant	o62.0	lexiqueorg
contractions initiales insuffisante	o62.0	lexiqueorg
contractions initiales insuffisant	o62.0	lexiqueorg
contractions initiales insuffisantes	o62.0	lexiqueorg
contractions initiales insuffisants	o62.0	lexiqueorg
contractions initial insuffisant	o62.0	lexiqueorg
contractions initial insuffisante	o62.0	lexiqueorg
contractions initial insuffisant	o62.0	lexiqueorg
contractions initial insuffisantes	o62.0	lexiqueorg
contractions initial insuffisants	o62.0	lexiqueorg
contractions initiales insuffisant	o62.0	lexiqueorg
contractions initiales insuffisante	o62.0	lexiqueorg
contractions initiales insuffisant	o62.0	lexiqueorg
contractions initiales insuffisantes	o62.0	lexiqueorg
contractions initiales insuffisants	o62.0	lexiqueorg
contractions initiale insuffisant	o62.0	lexiqueorg
contractions initiale insuffisante	o62.0	lexiqueorg
contractions initiale insuffisant	o62.0	lexiqueorg
contractions initiale insuffisantes	o62.0	lexiqueorg
contractions initiale insuffisants	o62.0	lexiqueorg
contractions initial insuffisant	o62.0	lexiqueorg
contractions initial insuffisante	o62.0	lexiqueorg
contractions initial insuffisant	o62.0	lexiqueorg
contractions initial insuffisantes	o62.0	lexiqueorg
contractions initial insuffisants	o62.0	lexiqueorg
contractions initiaux insuffisant	o62.0	lexiqueorg
contractions initiaux insuffisante	o62.0	lexiqueorg
contractions initiaux insuffisant	o62.0	lexiqueorg
contractions initiaux insuffisantes	o62.0	lexiqueorg
contractions initiaux insuffisants	o62.0	lexiqueorg
contraction initiale insuffisant	o62.0	lexiqueorg
contraction initiale insuffisante	o62.0	lexiqueorg
contraction initiale insuffisant	o62.0	lexiqueorg
contraction initiale insuffisantes	o62.0	lexiqueorg
contraction initiale insuffisants	o62.0	lexiqueorg
contraction initiale insuffisant	o62.0	lexiqueorg
contraction initiale insuffisante	o62.0	lexiqueorg
contraction initiale insuffisant	o62.0	lexiqueorg
contraction initiale insuffisantes	o62.0	lexiqueorg
contraction initiale insuffisants	o62.0	lexiqueorg
contraction initiales insuffisant	o62.0	lexiqueorg
contraction initiales insuffisante	o62.0	lexiqueorg
contraction initiales insuffisant	o62.0	lexiqueorg
contraction initiales insuffisantes	o62.0	lexiqueorg
contraction initiales insuffisants	o62.0	lexiqueorg
contraction initial insuffisant	o62.0	lexiqueorg
contraction initial insuffisante	o62.0	lexiqueorg
contraction initial insuffisant	o62.0	lexiqueorg
contraction initial insuffisantes	o62.0	lexiqueorg
contraction initial insuffisants	o62.0	lexiqueorg
contraction initiales insuffisant	o62.0	lexiqueorg
contraction initiales insuffisante	o62.0	lexiqueorg
contraction initiales insuffisant	o62.0	lexiqueorg
contraction initiales insuffisantes	o62.0	lexiqueorg
contraction initiales insuffisants	o62.0	lexiqueorg
contraction initiale insuffisant	o62.0	lexiqueorg
contraction initiale insuffisante	o62.0	lexiqueorg
contraction initiale insuffisant	o62.0	lexiqueorg
contraction initiale insuffisantes	o62.0	lexiqueorg
contraction initiale insuffisants	o62.0	lexiqueorg
contraction initial insuffisant	o62.0	lexiqueorg
contraction initial insuffisante	o62.0	lexiqueorg
contraction initial insuffisant	o62.0	lexiqueorg
contraction initial insuffisantes	o62.0	lexiqueorg
contraction initial insuffisants	o62.0	lexiqueorg
contraction initiaux insuffisant	o62.0	lexiqueorg
contraction initiaux insuffisante	o62.0	lexiqueorg
contraction initiaux insuffisant	o62.0	lexiqueorg
contraction initiaux insuffisantes	o62.0	lexiqueorg
contraction initiaux insuffisants	o62.0	lexiqueorg
trouble d'apprentissage scolaire	f81.9	lexiqueorg
fractures de plusieurs parties des deux membres inférieurs fracture fermée	t02.50	lexiqueorg
homme de pierre	m61.10	lexiqueorg
homme de pierre	m61.10	lexiqueorg
homme de pierres	m61.10	lexiqueorg
homme de pierre	m61.10	lexiqueorg
homme de pierre	m61.10	lexiqueorg
homme de pierres	m61.10	lexiqueorg
homme des pierre	m61.10	lexiqueorg
homme des pierre	m61.10	lexiqueorg
homme des pierres	m61.10	lexiqueorg
hommes de pierre	m61.10	lexiqueorg
hommes de pierre	m61.10	lexiqueorg
hommes de pierres	m61.10	lexiqueorg
hommes de pierre	m61.10	lexiqueorg
hommes de pierre	m61.10	lexiqueorg
hommes de pierres	m61.10	lexiqueorg
hommes des pierre	m61.10	lexiqueorg
hommes des pierre	m61.10	lexiqueorg
hommes des pierres	m61.10	lexiqueorg
homme de pierre	m61.10	lexiqueorg
homme de pierre	m61.10	lexiqueorg
homme de pierres	m61.10	lexiqueorg
homme de pierre	m61.10	lexiqueorg
homme de pierre	m61.10	lexiqueorg
homme de pierres	m61.10	lexiqueorg
homme des pierre	m61.10	lexiqueorg
homme des pierre	m61.10	lexiqueorg
homme des pierres	m61.10	lexiqueorg
inhibition de l'orgasme chez la femme	f52.31	lexiqueorg
fracture vertébrale de fatigue	m48.48	lexiqueorg
prurit vulvaire	l29.2	lexiqueorg
prurit vulvaire	l29.2	lexiqueorg
prurit vulvaires	l29.2	lexiqueorg
prurit vulvaire	l29.2	lexiqueorg
prurit vulvaire	l29.2	lexiqueorg
prurit vulvaires	l29.2	lexiqueorg
infectieux	b54	lexiqueorg
infectieux	b54	lexiqueorg
infectieuse	b54	lexiqueorg
infectieuses	b54	lexiqueorg
transsexuel	f64.0	lexiqueorg
transsexuel	f64.0	lexiqueorg
transsexuelle	f64.0	lexiqueorg
transsexuels	f64.0	lexiqueorg
syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires	g46	lexiqueorg
hémorragie pulmonaire massive survenant pendant la période périnatale	p26.1	lexiqueorg
troubles mentaux et du comportement liés à l'utilisation de tabac trouble résiduel ou psychotique de survenue tardive \"flashbacks\"	f17.70	lexiqueorg
septicémie à micro-organismes anaérobies	a41.4	lexiqueorg
drusen de la papille optique;	h47.32	lexiqueorg
occupant d'un train ou d'un véhicule ferroviaire blessé lors d'une chute dans un train ou un véhicule ferroviaire	v81.5	lexiqueorg
syndrôme d'épuisement professionnel	z73.0	lexiqueorg
calcification et ossification de muscles associées à des brûlures main	m61.34	lexiqueorg
maladie coeliaque	k90.0	lexiqueorg
maladie coeliaque	k90.0	lexiqueorg
maladie coeliaque	k90.0	lexiqueorg
maladie coeliaque	k90.0	lexiqueorg
maladies coeliaque	k90.0	lexiqueorg
maladies coeliaque	k90.0	lexiqueorg
myocardite au cours de maladies virales classées ailleurs	i41.1	lexiqueorg
exposition aux vibrations zone de commerce et de service	w43.5	lexiqueorg
arthrite au cours de la rubéole sièges multiples	m01.40	lexiqueorg
sténose de l'artère rénale	i70.1	lexiqueorg
examen général de routine d'une sous-population définie	z10	lexiqueorg
maladie de la thyroïde	e07.9	lexiqueorg
persistance de la circulation foetale	p29.3	lexiqueorg
nécessité d'une vaccination associée contre diphtérie-tétanos-coqueluche	z27.1	lexiqueorg
maladie de légionnaire	a48.1	lexiqueorg
maladie de légionnaire	a48.1	lexiqueorg
maladie de légionnaires	a48.1	lexiqueorg
maladie de légionnaire	a48.1	lexiqueorg
maladie de légionnaire	a48.1	lexiqueorg
maladie de légionnaires	a48.1	lexiqueorg
maladie des légionnaire	a48.1	lexiqueorg
maladie des légionnaire	a48.1	lexiqueorg
maladie des légionnaires	a48.1	lexiqueorg
maladie des légionnaire	a48.1	lexiqueorg
maladie des légionnaire	a48.1	lexiqueorg
maladie des légionnaires	a48.1	lexiqueorg
maladie des légionnaire	a48.1	lexiqueorg
maladie des légionnaire	a48.1	lexiqueorg
maladie des légionnaires	a48.1	lexiqueorg
maladie de légionnaire	a48.1	lexiqueorg
maladie de légionnaire	a48.1	lexiqueorg
maladie de légionnaires	a48.1	lexiqueorg
maladie de légionnaire	a48.1	lexiqueorg
maladie de légionnaire	a48.1	lexiqueorg
maladie de légionnaires	a48.1	lexiqueorg
maladie des légionnaire	a48.1	lexiqueorg
maladie des légionnaire	a48.1	lexiqueorg
maladie des légionnaires	a48.1	lexiqueorg
maladie des légionnaire	a48.1	lexiqueorg
maladie des légionnaire	a48.1	lexiqueorg
maladie des légionnaires	a48.1	lexiqueorg
maladie des légionnaire	a48.1	lexiqueorg
maladie des légionnaire	a48.1	lexiqueorg
maladie des légionnaires	a48.1	lexiqueorg
maladies de légionnaire	a48.1	lexiqueorg
maladies de légionnaire	a48.1	lexiqueorg
maladies de légionnaires	a48.1	lexiqueorg
maladies de légionnaire	a48.1	lexiqueorg
maladies de légionnaire	a48.1	lexiqueorg
maladies de légionnaires	a48.1	lexiqueorg
maladies des légionnaire	a48.1	lexiqueorg
maladies des légionnaire	a48.1	lexiqueorg
maladies des légionnaires	a48.1	lexiqueorg
maladies des légionnaire	a48.1	lexiqueorg
maladies des légionnaire	a48.1	lexiqueorg
maladies des légionnaires	a48.1	lexiqueorg
maladies des légionnaire	a48.1	lexiqueorg
maladies des légionnaire	a48.1	lexiqueorg
maladies des légionnaires	a48.1	lexiqueorg
tabac et nicotine	t65.2	lexiqueorg
tabac et nicotine	t65.2	lexiqueorg
tabac et nicotine	t65.2	lexiqueorg
tabac et nicotine	t65.2	lexiqueorg
tabac et nicotine	t65.2	lexiqueorg
tabac et nicotine	t65.2	lexiqueorg
tabac et nicotine	t65.2	lexiqueorg
tabac et nicotine	t65.2	lexiqueorg
tabacs et nicotine	t65.2	lexiqueorg
tabacs et nicotine	t65.2	lexiqueorg
tabacs et nicotine	t65.2	lexiqueorg
tabacs et nicotine	t65.2	lexiqueorg
sarcoïdose du poumon	d86.2	lexiqueorg
sarcoïdose du poumon	d86.2	lexiqueorg
sarcoïdose du poumons	d86.2	lexiqueorg
sarcoïdose devoir poumon	d86.2	lexiqueorg
sarcoïdose devoir poumon	d86.2	lexiqueorg
sarcoïdose devoir poumons	d86.2	lexiqueorg
sarcoïdose devoir poumon	d86.2	lexiqueorg
sarcoïdose devoir poumon	d86.2	lexiqueorg
sarcoïdose devoir poumons	d86.2	lexiqueorg
sarcoïdose devoirs poumon	d86.2	lexiqueorg
sarcoïdose devoirs poumon	d86.2	lexiqueorg
sarcoïdose devoirs poumons	d86.2	lexiqueorg
sarcoïdose du poumon	d86.2	lexiqueorg
sarcoïdose du poumon	d86.2	lexiqueorg
sarcoïdose du poumons	d86.2	lexiqueorg
sarcoïdose devoir poumon	d86.2	lexiqueorg
sarcoïdose devoir poumon	d86.2	lexiqueorg
sarcoïdose devoir poumons	d86.2	lexiqueorg
sarcoïdose devoir poumon	d86.2	lexiqueorg
sarcoïdose devoir poumon	d86.2	lexiqueorg
sarcoïdose devoir poumons	d86.2	lexiqueorg
sarcoïdose devoirs poumon	d86.2	lexiqueorg
sarcoïdose devoirs poumon	d86.2	lexiqueorg
sarcoïdose devoirs poumons	d86.2	lexiqueorg
maladie de still survenant chez l'adulte bras	m06.12	lexiqueorg
syndrome de nager	q75.4	lexiqueorg
syndrome de nager	q75.4	lexiqueorg
syndrome des nager	q75.4	lexiqueorg
syndrome de nager	q75.4	lexiqueorg
syndrome de nager	q75.4	lexiqueorg
syndrome des nager	q75.4	lexiqueorg
syndromes de nager	q75.4	lexiqueorg
syndromes de nager	q75.4	lexiqueorg
syndromes des nager	q75.4	lexiqueorg
sténose congénitale de la valvule tricuspide	q22.4	lexiqueorg
kyste anévrismal des os	m85.55	lexiqueorg
maladie des chaînes lourdes gamma	c88.2	lexiqueorg
crétinisme	e00	lexiqueorg
crétinisme	e00	lexiqueorg
complication mécanique d'une prothèse interne de fixation d'os d'un membre	t84.1	lexiqueorg
corps étranger dans l'urètre	t19.0	lexiqueorg
fracture d'os du métatarse fracture fermée	s92.30	lexiqueorg
ligament rond	c57.2	lexiqueorg
ligament ronde	c57.2	lexiqueorg
ligament rond	c57.2	lexiqueorg
ligament rondes	c57.2	lexiqueorg
ligament ronds	c57.2	lexiqueorg
ligament rond	c57.2	lexiqueorg
ligament ronde	c57.2	lexiqueorg
ligament rond	c57.2	lexiqueorg
ligament rondes	c57.2	lexiqueorg
ligament ronds	c57.2	lexiqueorg
ligaments rond	c57.2	lexiqueorg
ligaments ronde	c57.2	lexiqueorg
ligaments rond	c57.2	lexiqueorg
ligaments rondes	c57.2	lexiqueorg
ligaments ronds	c57.2	lexiqueorg
charbon pulmonaire	a22.1	lexiqueorg
charbon pulmonaire	a22.1	lexiqueorg
charbon pulmonaires	a22.1	lexiqueorg
charbons pulmonaire	a22.1	lexiqueorg
charbons pulmonaire	a22.1	lexiqueorg
charbons pulmonaires	a22.1	lexiqueorg
charbon pulmonaire	a22.1	lexiqueorg
charbon pulmonaire	a22.1	lexiqueorg
charbon pulmonaires	a22.1	lexiqueorg
trouble dissociatif	f48.9	lexiqueorg
